concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id
44809340,853021000000108,Aneurysm of artery of transplanted kidney,SNOMED,OT
44809336,852981000000100,Aneurysm of vein of transplanted kidney,SNOMED,OT
3545776,855231000000100,Aneurysm of vein of transplanted kidney,SNOMED,OT
4021107,175902000,Cadaveric renal transplant,SNOMED,OT
760992,128631000119109,Chronic graft-versus-host disease following kidney transplant,SNOMED,OT
37018761,714153000,Chronic kidney disease stage 5 with transplant,SNOMED,OT
4128372,236578006,Chronic rejection of renal transplant,SNOMED,OT
3545863,856681000000105,Chronic rejection of renal transplant,SNOMED,OT
3545864,856691000000107,Chronic rejection of renal transplant - grade 1,SNOMED,OT
4032297,236579003,Chronic rejection of renal transplant - grade I,SNOMED,OT
3573902,856701000000107,Chronic rejection of renal transplant - grade II,SNOMED,OT
4127552,236580000,Chronic rejection of renal transplant - grade II,SNOMED,OT
4127553,236581001,Chronic rejection of renal transplant - grade III,SNOMED,OT
3573903,856711000000109,Chronic rejection of renal transplant - grade III,SNOMED,OT
199991,58797008,Disorder of transplanted kidney,SNOMED,OT
4324887,429451003,Disorder related to renal transplantation,SNOMED,OT
4197300,313030004,Donor renal transplantation,SNOMED,OT
4125970,236436003,End stage renal failure with renal transplant,SNOMED,OT
37115323,731627000,Entire renal artery of transplanted kidney,SNOMED,OT
4094173,281112005,Entire transplanted kidney,SNOMED,OT
4324754,428645009,Examination of recipient after kidney transplant,SNOMED,OT
3546756,916371000000101,Excision of rejected transplanted kidney,SNOMED,OT
4019782,175948009,Exploration of renal transplant,SNOMED,OT
4127554,236583003,Failed renal transplant,SNOMED,OT
4059356,161665007,History of renal transplant,SNOMED,OT
4032295,236571000,Hyperacute rejection of renal transplant,SNOMED,OT
4178312,428575007,Hypertension secondary to kidney transplant,SNOMED,OT
44790243,228751000000100,Interventions associated with transplantation of kidney,SNOMED,OT
3554589,262111000000105,Interventions associated with transplantation of kidney,SNOMED,OT
3554239,235291000000105,Interventions associated with transplantation of kidney NOS,SNOMED,OT
3554593,262181000000103,Interventions associated with transplantation of kidney NOS,SNOMED,OT
4309006,213150003,Kidney transplant failure and rejection,SNOMED,OT
36714220,719352000,Kidney transplant recipient,SNOMED,OT
44792553,362361000000102,Kidney transplant tissue sample,SNOMED,OT
37204160,782655004,Laparoscopic transplant of kidney using robotic assistance,SNOMED,OT
4022805,175901007,Live donor renal transplant,SNOMED,OT
765054,122531000119108,Lymphoproliferative disorder following kidney transplant,SNOMED,OT
43021422,473195006,Normal renal function of transplanted kidney,SNOMED,OT
3568494,238241000000106,Other specified interventions associated with transplantation of kidney,SNOMED,OT
3578431,262171000000100,Other specified interventions associated with transplantation of kidney,SNOMED,OT
4022475,175903005,Other specified transplantation of kidney,SNOMED,OT
3536596,622431000000104,Other specified transplantation of kidney,SNOMED,OT
4126132,236584009,Perfusion injury of renal transplant,SNOMED,OT
4126137,236614007,Perirenal and periureteric post-transplant lymphocele,SNOMED,OT
45765975,703048006,Post-renal transplant vesicoureteric reflux,SNOMED,OT
3570635,235311000000106,Post-transplantation of kidney examination of recipient,SNOMED,OT
3525427,262151000000109,"Post-transplantation of kidney examination, recipient",SNOMED,OT
4172369,277011002,Pre-existing disease in renal transplant,SNOMED,OT
4032294,236569000,Primary non-function of renal transplant,SNOMED,OT
45768672,707148007,Recurrent post-transplant renal disease,SNOMED,OT
4180416,52213001,Renal homotransplantation excluding donor and recipient nephrectomy,SNOMED,OT
4176579,48994000,Renal homotransplantation with unilateral recipient nephrectomy,SNOMED,OT
40315157,149586006,Renal transplant,SNOMED,OT
40440911,236568008,Renal transplant disorder,SNOMED,OT
44811577,366961000000102,Renal transplant recipient,SNOMED,OT
3573917,857311000000108,Renal transplant rejection,SNOMED,OT
4128369,236570004,Renal transplant rejection,SNOMED,OT
4347789,241251007,Renal transplant venous sampling,SNOMED,OT
40399081,198519003,Renal tubulo-interstitial disorders in transplant rejection,SNOMED,OT
4059129,197747000,Renal tubulo-interstitial disorders in transplant rejection,SNOMED,OT
44808126,847791000000101,Rupture of artery of transplanted kidney,SNOMED,OT
3545683,847801000000102,Rupture of artery of transplanted kidney,SNOMED,OT
3545685,847821000000106,Rupture of vein of transplanted kidney,SNOMED,OT
44808127,847811000000100,Rupture of vein of transplanted kidney,SNOMED,OT
44808129,847881000000107,Stenosis of vein of transplanted kidney,SNOMED,OT
3545688,847891000000109,Stenosis of vein of transplanted kidney,SNOMED,OT
37019081,713824006,Structure of renal artery of transplanted kidney,SNOMED,OT
4324400,70948008,Structure of transplanted kidney,SNOMED,OT
3546013,864281000000107,Thrombosis of artery of transplanted kidney,SNOMED,OT
44811351,864271000000105,Thrombosis of artery of transplanted kidney,SNOMED,OT
44811353,864311000000105,Thrombosis of vein of transplanted kidney,SNOMED,OT
3546015,864321000000104,Thrombosis of vein of transplanted kidney,SNOMED,OT
4236275,438804005,Tissue specimen from transplanted kidney,SNOMED,OT
36717743,6471000179103,Transplantation of kidney and pancreas,SNOMED,OT
4316597,217024004,"Transplantation of kidney as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",SNOMED,OT
3567661,531801000000109,"Transplantation of kidney as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",SNOMED,OT
3536597,622441000000108,Transplantation of kidney NOS,SNOMED,OT
4022806,175904004,Transplantation of kidney NOS,SNOMED,OT
46272983,711446003,Transplantation of kidney regime,SNOMED,OT
42539502,737295003,Transplanted kidney present,SNOMED,OT
40409737,213147001,(Transplanted organ failure) or (deteriorating renal function after renal transplant),SNOMED,OT
4322471,70536003,Transplant of kidney,SNOMED,OT
35610634,1095231000000108,Transplant of kidney using robotic assistance,SNOMED,OT
37017533,713825007,Transplant renal artery stenosis,SNOMED,OT
4124858,234046009,Transplant renal vein thrombosis,SNOMED,OT
3545878,856931000000103,Unexplained episode of renal transplant dysfunction,SNOMED,OT
4172368,277010001,Unexplained episode of renal transplant dysfunction,SNOMED,OT
3545641,843701000000100,Urological complication of renal transplant,SNOMED,OT
44809014,843691000000100,Urological complication of renal transplant,SNOMED,OT
3545650,844671000000102,Vascular complication of renal transplant,SNOMED,OT
44809172,844661000000109,Vascular complication of renal transplant,SNOMED,OT
4126131,236573002,Very mild acute rejection of renal transplant,SNOMED,OT
3545779,855271000000103,Very mild acute rejection of renal transplant,SNOMED,OT
40525341,316054003,[V]Kidney transplanted,SNOMED,OT
44794448,399241000000100,[V]Kidney transplanted,SNOMED,OT
4343000,236138007,Xenograft renal transplant,SNOMED,OT
3545903,857241000000102,Xenograft renal transplant,SNOMED,OT
NA,5569,Other kidney transplantation,ICD9Proc,09
NA,5553,Removal of transplanted or rejected kidney,ICD9Proc,09
NA,556,Transplant of kidney,ICD9Proc,09
