concept_id,concept_name,concept_code,vocabulary_id,ingredient,pcornet_vocabulary_id
41167364,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 100 by Eurim-Pharm,OMOP2365326,RxNorm Extension,fludrocortisone,RX
41167365,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 50 by Emra-Med,OMOP2365327,RxNorm Extension,fludrocortisone,RX
41179700,Fludrocortisone 0.1 MG Oral Tablet Box of 50,OMOP2377662,RxNorm Extension,fludrocortisone,RX
41189646,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 600,OMOP2387608,RxNorm Extension,fludrocortisone,RX
41198728,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 100 by Gppl,OMOP2396690,RxNorm Extension,fludrocortisone,RX
41198729,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 50 by Gppl,OMOP2396691,RxNorm Extension,fludrocortisone,RX
41260575,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 100 by Servopharma,OMOP2458537,RxNorm Extension,fludrocortisone,RX
41291686,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 50 by Beragena,OMOP2489648,RxNorm Extension,fludrocortisone,RX
41313965,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 500,OMOP2511927,RxNorm Extension,fludrocortisone,RX
41313966,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 200,OMOP2511928,RxNorm Extension,fludrocortisone,RX
43150657,Fludrocortisone 0.05 MG Oral Tablet,OMOP490766,RxNorm Extension,fludrocortisone,RX
43161827,Fludrocortisone Oral Tablet [FLUCORTAC],OMOP490764,RxNorm Extension,fludrocortisone,RX
43161828,Fludrocortisone 0.05 MG Oral Tablet [FLUCORTAC],OMOP490768,RxNorm Extension,fludrocortisone,RX
43161829,Fludrocortisone 0.05 MG Oral Tablet [FLUCORTAC] Box of 60 by Assistance Publique - Hopitaux De Paris - Ap-Hp,OMOP490770,RxNorm Extension,fludrocortisone,RX
43194736,Fludrocortisone 0.05 MG Oral Tablet [FLUCORTAC] Box of 60,OMOP490769,RxNorm Extension,fludrocortisone,RX
43216580,Fludrocortisone 0.05 MG Oral Tablet Box of 60,OMOP490767,RxNorm Extension,fludrocortisone,RX
43709922,Fludrocortisone 0.1 MG Oral Tablet [Astonin],OMOP926145,RxNorm Extension,fludrocortisone,RX
43781901,Fludrocortisone 0.1 MG Oral Tablet [Astonin] by Merck,OMOP926146,RxNorm Extension,fludrocortisone,RX
43817892,Fludrocortisone Oral Tablet [Astonin],OMOP926143,RxNorm Extension,fludrocortisone,RX
44050651,Fludrocortisone 0.1 MG Oral Tablet [Florinef] by Paladin,OMOP1045282,RxNorm Extension,fludrocortisone,RX
44128248,Fludrocortisone 0.1 MG Oral Tablet [Florinef] by Squibb,OMOP1122879,RxNorm Extension,fludrocortisone,RX
44175103,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 100 by Gerke,OMOP3051826,RxNorm Extension,fludrocortisone,RX
44178847,Fludrocortisone 0.1 MG Oral Tablet [Astonin] Box of 100 by Fd,OMOP3055570,RxNorm Extension,fludrocortisone,RX
