concept_id,concept_code,concept_name,vocabulary_id,ancestor_concept_id,name,rxcui
43168026,OMOP448553,topiramate 200 MG [TOPIRAMATE SANDOZ],RxNorm Extension,742267,topiramate,38404
44163001,OMOP3039724,topiramate 200 MG Delayed Release Oral Tablet [Topiramat Ct] Box of 100 by AbZ-Pharma,RxNorm Extension,742267,topiramate,38404
44166819,OMOP3043542,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Winthrop] Box of 50 by Sanofi,RxNorm Extension,742267,topiramate,38404
41245370,OMOP2443332,topiramate 100 MG Oral Tablet [Topiramat Desitin] Box of 180,RxNorm Extension,742267,topiramate,38404
44072520,OMOP1067151,topiramate 25 MG Oral Tablet [Pro-Topiramate],RxNorm Extension,742267,topiramate,38404
21052721,OMOP367162,topiramate 200 MG Oral Tablet [Topamax] by Stephar,RxNorm Extension,742267,topiramate,38404
44092453,OMOP1087084,topiramate 100 MG [Ratio-Topiramate],RxNorm Extension,742267,topiramate,38404
41177252,OMOP2375214,topiramate 50 MG Oral Tablet Box of 180,RxNorm Extension,742267,topiramate,38404
21160808,OMOP367307,topiramate 25 MG Oral Tablet Box of 60 by Sandoz,RxNorm Extension,742267,topiramate,38404
40882692,OMOP2080654,topiramate 50 MG Oral Tablet [Topamax] Box of 200 by Gerke,RxNorm Extension,742267,topiramate,38404
41026504,OMOP2224466,topiramate 200 MG Oral Tablet [Topiramat Hormosan] Box of 100,RxNorm Extension,742267,topiramate,38404
35748349,OMOP2749810,topiramate 100 MG Delayed Release Oral Tablet by A A H,RxNorm Extension,742267,topiramate,38404
41152040,OMOP2350002,topiramate 200 MG Oral Tablet [Topiramat Al] Box of 100,RxNorm Extension,742267,topiramate,38404
2054400,OMOP4955207,topiramate 100 MG Oral Tablet [TOPIRAME V],RxNorm Extension,742267,topiramate,38404
41245381,OMOP2443343,topiramate 50 MG Oral Tablet [Topiramat Ct],RxNorm Extension,742267,topiramate,38404
21052720,OMOP367134,topiramate 200 MG Oral Tablet by Waymade,RxNorm Extension,742267,topiramate,38404
44178070,OMOP3054793,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Acis] Box of 100 by Acis,RxNorm Extension,742267,topiramate,38404
21131075,OMOP367385,topiramate 15 MG Oral Capsule Box of 60 by TEVA,RxNorm Extension,742267,topiramate,38404
21062541,OMOP367465,topiramate 50 MG Oral Capsule Box of 60 by Actavis,RxNorm Extension,742267,topiramate,38404
44176657,OMOP3053380,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Heumann] Box of 100,RxNorm Extension,742267,topiramate,38404
41171355,OMOP2369317,topiramate 50 MG [Topiramat Glenmark],RxNorm Extension,742267,topiramate,38404
21111636,OMOP367160,topiramate 200 MG Oral Tablet Box of 60 by Zentiva,RxNorm Extension,742267,topiramate,38404
35744144,OMOP2745605,topiramate 25 MG Extended Release Oral Capsule Box of 60 by Sandoz,RxNorm Extension,742267,topiramate,38404
41226133,OMOP2424095,topiramate 200 MG Oral Tablet [Topiramat Janssen] Box of 100 by Janssen,RxNorm Extension,742267,topiramate,38404
41288030,OMOP2485992,topiramate 25 MG Oral Tablet [Topamax] Box of 200 by Janssen,RxNorm Extension,742267,topiramate,38404
21141035,OMOP367367,topiramate 15 MG Oral Capsule by Sandoz,RxNorm Extension,742267,topiramate,38404
41214429,OMOP2412391,topiramate 15 MG Oral Tablet [Topiramat Ct],RxNorm Extension,742267,topiramate,38404
43157131,OMOP448564,topiramate 200 MG Delayed Release Oral Tablet [TOPIRAMATE ARROW] Box of 28,RxNorm Extension,742267,topiramate,38404
44174306,OMOP3051029,topiramate 50 MG Delayed Release Oral Tablet [Topamac] Box of 120 by Beragena,RxNorm Extension,742267,topiramate,38404
35769162,OMOP2770623,topiramate 50 MG Delayed Release Oral Tablet by Accord,RxNorm Extension,742267,topiramate,38404
35764985,OMOP2766446,topiramate 100 MG Delayed Release Oral Tablet by Actavis,RxNorm Extension,742267,topiramate,38404
21033011,OMOP367196,topiramate 100 MG Oral Tablet by Actavis,RxNorm Extension,742267,topiramate,38404
40952461,OMOP2150423,topiramate 50 MG [Topamac],RxNorm Extension,742267,topiramate,38404
43767696,OMOP687842,topiramate 100 MG Oral Tablet [Topiramat Al],RxNorm Extension,742267,topiramate,38404
44169193,OMOP3045916,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Winthrop] Box of 50,RxNorm Extension,742267,topiramate,38404
21072454,OMOP367510,topiramate 50 MG Oral Tablet Box of 60 by A A H,RxNorm Extension,742267,topiramate,38404
41226136,OMOP2424098,topiramate 200 MG Oral Tablet [Topiramat Glenmark] Box of 200 by Glenmark,RxNorm Extension,742267,topiramate,38404
40995468,OMOP2193430,topiramate 25 MG Oral Tablet [Topiramat Dura] Box of 200,RxNorm Extension,742267,topiramate,38404
43201038,OMOP448572,topiramate 200 MG Delayed Release Oral Tablet [TOPIRAMATE EG],RxNorm Extension,742267,topiramate,38404
44178066,OMOP3054789,topiramate 25 MG Oral Capsule [Topiramat 1a Pharma] Box of 100 by 1 A,RxNorm Extension,742267,topiramate,38404
21047876,OMOP293653,1 ML topiramate 3.2 MG/ML Oral Suspension,RxNorm Extension,742267,topiramate,38404
44163011,OMOP3039734,topiramate 100 MG Delayed Release Oral Tablet [TOPIRAMATE BLUEFISH] Box of 60 by Bluefish,RxNorm Extension,742267,topiramate,38404
35158690,OMOP4815680,topiramate Oral Tablet [Topina],RxNorm Extension,742267,topiramate,38404
35748339,OMOP2749800,topiramate 50 MG Extended Release Oral Capsule by Sandoz,RxNorm Extension,742267,topiramate,38404
44170548,OMOP3047271,topiramate 50 MG Delayed Release Oral Tablet [Topiramed] Box of 100 by Mibe,RxNorm Extension,742267,topiramate,38404
21101778,OMOP367136,topiramate 200 MG Oral Tablet by Ranbaxy,RxNorm Extension,742267,topiramate,38404
43263119,OMOP550204,topiramate 200 MG Oral Tablet [Tamate] Box of 60,RxNorm Extension,742267,topiramate,38404
21033026,OMOP367377,topiramate 15 MG Oral Capsule Box of 60,RxNorm Extension,742267,topiramate,38404
35764965,OMOP2766426,topiramate 50 MG Oral Tablet Box of 60 by Arrow Generics,RxNorm Extension,742267,topiramate,38404
2054484,OMOP4955224,topiramate 100 MG [TOPRAM],RxNorm Extension,742267,topiramate,38404
35758718,OMOP2760179,topiramate 25 MG Delayed Release Oral Tablet [Topamax],RxNorm Extension,742267,topiramate,38404
41245361,OMOP2443323,topiramate 25 MG Oral Tablet [Topiramat Ct] Box of 100,RxNorm Extension,742267,topiramate,38404
43274161,OMOP550236,topiramate 25 MG [Tamate],RxNorm Extension,742267,topiramate,38404
35752488,OMOP2753949,topiramate 50 MG Extended Release Oral Capsule by Mawdsley-Brooks,RxNorm Extension,742267,topiramate,38404
43560771,1436238,topiramate Extended Release Oral Capsule,RxNorm,742267,topiramate,38404
44161612,OMOP3038335,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Stada],RxNorm Extension,742267,topiramate,38404
41069607,OMOP2267569,topiramate 25 MG Oral Tablet [Topiramat Hexal] Box of 200 by Novartis,RxNorm Extension,742267,topiramate,38404
44187271,OMOP3063994,topiramate 100 MG Delayed Release Oral Tablet Box of 200,RxNorm Extension,742267,topiramate,38404
36073855,OMOP4980795,280 ML topiramate 20 MG/ML Oral Suspension by Rosemont,RxNorm Extension,742267,topiramate,38404
35748348,OMOP2749809,topiramate 100 MG Delayed Release Oral Tablet by Zentiva,RxNorm Extension,742267,topiramate,38404
35748344,OMOP2749805,topiramate 100 MG Delayed Release Oral Tablet [Topamax] Box of 60 by Janssen,RxNorm Extension,742267,topiramate,38404
41057670,OMOP2255632,topiramate 200 MG Oral Tablet [Topiramat Ratiopharm] Box of 100,RxNorm Extension,742267,topiramate,38404
21131067,OMOP367137,topiramate 200 MG Oral Tablet by A A H,RxNorm Extension,742267,topiramate,38404
44184117,OMOP3060840,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Heumann],RxNorm Extension,742267,topiramate,38404
1718081,1812425,Sprinkle 24 HR topiramate 50 MG Extended Release Oral Capsule,RxNorm,742267,topiramate,38404
41163744,OMOP2361706,topiramate 200 MG Oral Tablet [Topiramat Hexal] Box of 100 by Novartis,RxNorm Extension,742267,topiramate,38404
43803721,OMOP687958,topiramate 25 MG [Topiramat Desitin],RxNorm Extension,742267,topiramate,38404
43560430,1437285,24 HR topiramate 100 MG Extended Release Oral Capsule [Trokendi],RxNorm,742267,topiramate,38404
42945098,OMOP4671716,topiramate 100 MG Oral Tablet [TOPIRAM],RxNorm Extension,742267,topiramate,38404
35142493,OMOP4799603,topiramate 50 MG Oral Tablet [Topina],RxNorm Extension,742267,topiramate,38404
41276333,OMOP2474295,topiramate 50 MG Oral Tablet [Topiramat Acis] Box of 100,RxNorm Extension,742267,topiramate,38404
21175455,OMOP293604,1 ML topiramate 2 MG/ML Oral Solution,RxNorm Extension,742267,topiramate,38404
21121323,OMOP367357,topiramate 50 MG/ML,RxNorm Extension,742267,topiramate,38404
43290328,OMOP550232,topiramate 100 MG Oral Tablet [Topira-Lax],RxNorm Extension,742267,topiramate,38404
40734872,OMOP4721986,topiramate 200 MG Oral Tablet [Topamax] Box of 60 by Sigma,RxNorm Extension,742267,topiramate,38404
44172953,OMOP3049676,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Beta] Box of 50,RxNorm Extension,742267,topiramate,38404
40870742,OMOP2068704,topiramate 200 MG Oral Tablet [Topiramat Acis],RxNorm Extension,742267,topiramate,38404
44159237,OMOP3035960,topiramate 100 MG Delayed Release Oral Tablet [TOPIRAMATE TEVA] Box of 200 by TEVA,RxNorm Extension,742267,topiramate,38404
40964184,OMOP2162146,topiramate 100 MG Oral Tablet [Topiramat Al] Box of 100,RxNorm Extension,742267,topiramate,38404
42945122,OMOP4671740,topiramate Oral Tablet [TOPIMAIN],RxNorm Extension,742267,topiramate,38404
41214428,OMOP2412390,topiramate 100 MG Oral Tablet [Topamac] Box of 60,RxNorm Extension,742267,topiramate,38404
40952458,OMOP2150420,topiramate 50 MG [Topiramat Ratiopharm],RxNorm Extension,742267,topiramate,38404
43030740,OMOP4845809,topiramate 200 MG Delayed Release Oral Tablet Box of 28 by Eurogenerics,RxNorm Extension,742267,topiramate,38404
41183124,OMOP2381086,topiramate 50 MG Oral Capsule [Topiramat 1a Pharma],RxNorm Extension,742267,topiramate,38404
44172111,OMOP3048834,topiramate Delayed Release Oral Tablet [Topiramat Stada],RxNorm Extension,742267,topiramate,38404
43284938,OMOP550260,topiramate 50 MG [Tamate],RxNorm Extension,742267,topiramate,38404
44049062,OMOP1043693,topiramate 25 MG Oral Tablet [Topiramate Abbott] by GP,RxNorm Extension,742267,topiramate,38404
35746221,OMOP2747682,topiramate 50 MG Extended Release Oral Capsule [Topamax],RxNorm Extension,742267,topiramate,38404
44161590,OMOP3038313,topiramate 25 MG Delayed Release Oral Tablet [Topiramat Beta] Box of 200,RxNorm Extension,742267,topiramate,38404
21091914,OMOP367440,topiramate 2.4 MG/ML Oral Solution,RxNorm Extension,742267,topiramate,38404
35746222,OMOP2747683,topiramate 25 MG Delayed Release Oral Tablet [Topamax] Box of 28,RxNorm Extension,742267,topiramate,38404
36263580,OMOP3114455,topiramate 50 MG Oral Tablet [TOPIRAMATE EG] Box of 100 by Eurogenerics,RxNorm Extension,742267,topiramate,38404
35773562,OMOP2775023,topiramate 100 MG Delayed Release Oral Tablet Box of 60 by Arrow Generics,RxNorm Extension,742267,topiramate,38404
21062529,OMOP367321,topiramate 25 MG Oral Tablet [Topamax] by Janssen,RxNorm Extension,742267,topiramate,38404
40975946,OMOP2173908,topiramate 100 MG Oral Tablet [Topamac] Box of 60 by Eurim-Pharm,RxNorm Extension,742267,topiramate,38404
41120480,OMOP2318442,topiramate 50 MG Oral Tablet [Topiramat 1a Pharma] Box of 200,RxNorm Extension,742267,topiramate,38404
43134997,OMOP448550,topiramate 200 MG [TOPIRAMATE INTAS],RxNorm Extension,742267,topiramate,38404
21150860,OMOP367265,topiramate 25 MG Oral Capsule Box of 60 by TEVA,RxNorm Extension,742267,topiramate,38404
35406994,OMOP1140579,topiramate 100 MG Delayed Release Oral Tablet [TOPIRAMATE ACCORD] Box of 28,RxNorm Extension,742267,topiramate,38404
41319467,OMOP2517429,topiramate 200 MG Oral Tablet [Topamax] Box of 200 by Emra-Med,RxNorm Extension,742267,topiramate,38404
35748350,OMOP2749811,topiramate 100 MG Delayed Release Oral Tablet by Pfizer,RxNorm Extension,742267,topiramate,38404
40932930,OMOP2130892,topiramate 100 MG Oral Tablet [Topiramat Ct] Box of 200,RxNorm Extension,742267,topiramate,38404
21082131,OMOP367195,topiramate 100 MG Oral Tablet by TEVA,RxNorm Extension,742267,topiramate,38404
40882684,OMOP2080646,topiramate 100 MG Oral Tablet [Topiramat 1a Pharma] Box of 200 by 1 A,RxNorm Extension,742267,topiramate,38404
2054519,OMOP4955263,topiramate 25 MG Oral Tablet [TORAMT],RxNorm Extension,742267,topiramate,38404
742269,151227,topiramate 50 MG Oral Tablet [Topamax],RxNorm,742267,topiramate,38404
40944967,OMOP2142929,topiramate 50 MG Oral Tablet [Topiramat Winthrop] Box of 200 by Sanofi,RxNorm Extension,742267,topiramate,38404
41163747,OMOP2361709,topiramate 200 MG Oral Tablet [Topiramat Al] Box of 100 by Aliud,RxNorm Extension,742267,topiramate,38404
44169211,OMOP3045934,topiramate 50 MG Delayed Release Oral Tablet [Topira Q],RxNorm Extension,742267,topiramate,38404
35744147,OMOP2745608,topiramate 100 MG Delayed Release Oral Tablet Box of 60 by Alliance,RxNorm Extension,742267,topiramate,38404
21141030,OMOP367263,topiramate 25 MG Oral Capsule Box of 60 by DE,RxNorm Extension,742267,topiramate,38404
44185513,OMOP3062236,topiramate 50 MG Delayed Release Oral Tablet Box of 50 by AAA-Pharma,RxNorm Extension,742267,topiramate,38404
43189992,OMOP448530,topiramate 100 MG Delayed Release Oral Tablet [TOPIRAMATE INTAS] Box of 28 by Intas,RxNorm Extension,742267,topiramate,38404
40718732,OMOP4738969,1 ML topiramate 1.6 MG/ML Oral Suspension,RxNorm Extension,742267,topiramate,38404
2054485,OMOP4955229,topiramate 50 MG [TOPATHIN],RxNorm Extension,742267,topiramate,38404
44072522,OMOP1067153,topiramate 25 MG Oral Tablet [Accel-Topiramate],RxNorm Extension,742267,topiramate,38404
41171353,OMOP2369315,topiramate 100 MG [Topiramat Tecnimed],RxNorm Extension,742267,topiramate,38404
40901819,OMOP2099781,topiramate 50 MG Oral Tablet [TOPIRAMATE TEVA] Box of 100,RxNorm Extension,742267,topiramate,38404
35748334,OMOP2749795,topiramate 50 MG Delayed Release Oral Tablet [Topamax] Box of 60 by Mawdsley-Brooks,RxNorm Extension,742267,topiramate,38404
40890330,OMOP2088292,topiramate 25 MG [Topamac],RxNorm Extension,742267,topiramate,38404
44092452,OMOP1087083,topiramate 200 MG [Accel-Topiramate],RxNorm Extension,742267,topiramate,38404
44180396,OMOP3057119,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Janssen] Box of 100,RxNorm Extension,742267,topiramate,38404
43263121,OMOP550216,topiramate 100 MG Oral Tablet by Lupin,RxNorm Extension,742267,topiramate,38404
43145896,OMOP448631,topiramate 50 MG Delayed Release Oral Tablet [TOPIRAMATE INTAS] Box of 28,RxNorm Extension,742267,topiramate,38404
43157130,OMOP448561,topiramate 200 MG Delayed Release Oral Tablet [EPITOMAX] Box of 28 by Janssen,RxNorm Extension,742267,topiramate,38404
40734856,OMOP4722002,topiramate 100 MG Oral Tablet Box of 28 by Sigma,RxNorm Extension,742267,topiramate,38404
41026502,OMOP2224464,topiramate 200 MG Oral Tablet [Topiramat Janssen],RxNorm Extension,742267,topiramate,38404
41195092,OMOP2393054,topiramate 100 MG Oral Tablet [Topiramat Acis] Box of 200 by Acis,RxNorm Extension,742267,topiramate,38404
40944951,OMOP2142913,topiramate 200 MG Oral Tablet [Topiramat Heumann] Box of 200 by Heumann,RxNorm Extension,742267,topiramate,38404
40944958,OMOP2142920,topiramate 25 MG Oral Tablet [Topiramat Janssen] Box of 100 by Janssen,RxNorm Extension,742267,topiramate,38404
21062522,OMOP367253,topiramate 25 MG Oral Capsule by A A H,RxNorm Extension,742267,topiramate,38404
40901808,OMOP2099770,topiramate 25 MG Oral Capsule [Topamax] Box of 100,RxNorm Extension,742267,topiramate,38404
43695905,OMOP687885,topiramate 100 MG Oral Tablet [Topiramat Janssen] by Janssen,RxNorm Extension,742267,topiramate,38404
40987177,OMOP2185139,topiramate Oral Tablet [Topiramat Beta],RxNorm Extension,742267,topiramate,38404
43268634,OMOP550224,topiramate 100 MG Oral Tablet Box of 60 by Lapl,RxNorm Extension,742267,topiramate,38404
44181781,OMOP3058504,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Aurobindo] Box of 50 by Aurobindo,RxNorm Extension,742267,topiramate,38404
40839608,OMOP2037570,topiramate 25 MG Oral Tablet [Topiramat Neuraxpharm],RxNorm Extension,742267,topiramate,38404
42945065,OMOP4671683,topiramate 25 MG Oral Tablet [PMS TOPIRAMATE],RxNorm Extension,742267,topiramate,38404
36063002,OMOP4989070,topiramate 100 MG Oral Tablet by Ennogen,RxNorm Extension,742267,topiramate,38404
36225481,1162749,topiramate Oral Product,RxNorm,742267,topiramate,38404
44184128,OMOP3060851,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Hormosan],RxNorm Extension,742267,topiramate,38404
43168020,OMOP448492,topiramate 25 MG Oral Capsule [TOPIRAMATE ZYDUS] Box of 28 by Zydus,RxNorm Extension,742267,topiramate,38404
44172949,OMOP3049672,topiramate 50 MG Delayed Release Oral Tablet [Topiramat Ct] Box of 50,RxNorm Extension,742267,topiramate,38404
21150859,OMOP367239,topiramate 100 MG Oral Tablet [Topamax] Box of 60 by Lexon,RxNorm Extension,742267,topiramate,38404
35744137,OMOP2745598,topiramate 25 MG Delayed Release Oral Tablet [Topamax] by DE,RxNorm Extension,742267,topiramate,38404
41183118,OMOP2381080,topiramate 100 MG Oral Tablet [Topiramat Glenmark],RxNorm Extension,742267,topiramate,38404
40821771,OMOP2019733,topiramate 200 MG Oral Tablet [Topiramat 1a Pharma] Box of 50,RxNorm Extension,742267,topiramate,38404
21131069,OMOP367242,topiramate 30 MG/ML Oral Solution,RxNorm Extension,742267,topiramate,38404
40839631,OMOP2037593,topiramate 50 MG Oral Tablet [Topiramat Hexal] Box of 50,RxNorm Extension,742267,topiramate,38404
43857981,OMOP687871,topiramate 100 MG Oral Tablet [Topiragamma] by Woerwag,RxNorm Extension,742267,topiramate,38404
35764963,OMOP2766424,topiramate 50 MG Delayed Release Oral Tablet Box of 60 by TEVA,RxNorm Extension,742267,topiramate,38404
36258338,OMOP3109213,topiramate 25 MG Oral Tablet [TOPIRAMATE EG] Box of 60 by Eurogenerics,RxNorm Extension,742267,topiramate,38404
21111648,OMOP367485,topiramate 50 MG Oral Tablet by Alliance,RxNorm Extension,742267,topiramate,38404
41214416,OMOP2412378,topiramate 200 MG Oral Tablet [Topiramat Dura] Box of 200,RxNorm Extension,742267,topiramate,38404
42656962,OMOP4868530,topiramate 100 MG Oral Tablet Box of 100 by Eurogenerics,RxNorm Extension,742267,topiramate,38404
40975926,OMOP2173888,topiramate 200 MG Oral Tablet [Topiramat Ratiopharm] Box of 100 by Ratiopharm,RxNorm Extension,742267,topiramate,38404
41114738,OMOP2312700,topiramate 25 MG Delayed Release Oral Capsule Box of 100,RxNorm Extension,742267,topiramate,38404
43623718,OMOP688033,topiramate 50 MG [Topiramat Al],RxNorm Extension,742267,topiramate,38404
44165369,OMOP3042092,topiramate 100 MG Delayed Release Oral Tablet [Topiramat Winthrop],RxNorm Extension,742267,topiramate,38404
40172932,901325,topiramate Oral Tablet [Topiragen],RxNorm,742267,topiramate,38404
43145877,OMOP448485,topiramate 25 MG Oral Capsule [EPITOMAX] Box of 28 by Janssen,RxNorm Extension,742267,topiramate,38404
41245356,OMOP2443318,topiramate 25 MG Oral Tablet [Topiramed] Box of 100,RxNorm Extension,742267,topiramate,38404
40734857,OMOP4722001,topiramate 100 MG Oral Tablet by Milpharm,RxNorm Extension,742267,topiramate,38404
44166803,OMOP3043526,topiramate 200 MG Delayed Release Oral Tablet [Topamax] Box of 200 by Axicorp,RxNorm Extension,742267,topiramate,38404
41152048,OMOP2350010,topiramate 25 MG Oral Tablet [Topiramat Glenmark],RxNorm Extension,742267,topiramate,38404
41319485,OMOP2517447,topiramate 100 MG Oral Tablet [Topamax] Box of 200 by Axicorp,RxNorm Extension,742267,topiramate,38404
41307433,OMOP2505395,topiramate 50 MG Oral Capsule [Topiramat 1a Pharma] Box of 50,RxNorm Extension,742267,topiramate,38404
43678075,OMOP688024,topiramate 25 MG Oral Capsule [Topiramat 1a Pharma] by 1 A,RxNorm Extension,742267,topiramate,38404
44113529,OMOP1108160,topiramate 25 MG Oral Tablet [Auro-Topiramate] by Aurobindo,RxNorm Extension,742267,topiramate,38404
41195089,OMOP2393051,topiramate 100 MG Oral Tablet [Topamax] Box of 50 by Cc,RxNorm Extension,742267,topiramate,38404
21111642,OMOP367380,topiramate 15 MG Oral Capsule Box of 60 by Sigma-Tau,RxNorm Extension,742267,topiramate,38404
21170582,OMOP367277,topiramate 25 MG Oral Capsule [Topamax] Box of 60 by Mawdsley-Brooks,RxNorm Extension,742267,topiramate,38404
40734876,OMOP4721982,topiramate 200 MG Oral Tablet Box of 60 by Milpharm,RxNorm Extension,742267,topiramate,38404
