"concept_id","concept_code","concept_name","vocabulary_id","pcornet_vocabulary_id"
3039256,"40253-7","Creatinine [Mass/volume] in Serum or Plasma --2.25 hours post XXX challenge","LOINC","LC"
3040374,"40254-5","Creatinine [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge","LOINC","LC"
3040706,"40255-2","Creatinine [Mass/volume] in Serum or Plasma --3 hours post XXX challenge","LOINC","LC"
3038833,"40256-0","Creatinine [Mass/volume] in Serum or Plasma --5 hours post XXX challenge","LOINC","LC"
3042192,"40257-8","Creatinine [Mass/volume] in Serum or Plasma --6 hours post XXX challenge","LOINC","LC"
3041587,"40258-6","Creatinine [Mass/volume] in Serum or Plasma --1 day post XXX challenge","LOINC","LC"
3041735,"40264-4","Creatinine [Moles/volume] in Serum or Plasma --baseline","LOINC","LC"
3040886,"40265-1","Creatinine [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge","LOINC","LC"
3041320,"40266-9","Creatinine [Moles/volume] in Serum or Plasma --1 hour post XXX challenge","LOINC","LC"
3044274,"40267-7","Creatinine [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge","LOINC","LC"
3040566,"40268-5","Creatinine [Moles/volume] in Serum or Plasma --2 hours post XXX challenge","LOINC","LC"
3041328,"40269-3","Creatinine [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge","LOINC","LC"
3042488,"40270-1","Creatinine [Moles/volume] in Serum or Plasma --3 hours post XXX challenge","LOINC","LC"
3038585,"40271-9","Creatinine [Moles/volume] in Serum or Plasma --5 hours post XXX challenge","LOINC","LC"
3042180,"40272-7","Creatinine [Moles/volume] in Serum or Plasma --6 hours post XXX challenge","LOINC","LC"
3042477,"40273-5","Creatinine [Moles/volume] in Serum or Plasma --1 day post XXX challenge","LOINC","LC"
3045369,"44784-7","Creatinine [Mass/volume] (Maximum value during study) in Serum or Plasma","LOINC","LC"
3040495,"51619-5","Creatinine [Moles/volume] in Serum or Plasma --pre dialysis","LOINC","LC"
3040209,"51620-3","Creatinine [Moles/volume] in Serum or Plasma --post dialysis","LOINC","LC"
3050951,"54052-6","HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
40760920,"57811-2","HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
40762887,"59826-8","Creatinine [Moles/volume] in Blood","LOINC","LC"
40765162,"62425-4","Creatinine [Moles/volume] in Serum or Plasma --post XXX challenge","LOINC","LC"
40765538,"62806-5","Deprecated PhenX measure - serum creatinine assay for kidney function","LOINC","LC"
40765539,"62807-3","PhenX - serum creatinine assay for kidney function protocol 141401","LOINC","LC"
40770372,"67764-1","HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
43055236,"72271-0","Creatinine [Mass/volume] in Serum or Plasma --pre contrast","LOINC","LC"
44786911,"74256-9","HEDIS 2014-2019 Value Set - Serum Creatinine","LOINC","LC"
46235076,"77140-2","Creatinine [Moles/volume] in Serum, Plasma or Blood","LOINC","LC"
1001653,"93999-1","Creatinine [Mass/volume] in Serum or Plasma --1 hour post dose vasopressin","LOINC","LC"
1001616,"94008-0","Creatinine [Mass/volume] in Serum or Plasma --2 hours post dose vasopressin","LOINC","LC"
1005623,"LP112369-6","PhenX measure - serum creatinine assay for kidney function","LOINC","LC"
1005624,"LP112370-4","PhenX - serum creatinine assay for kidney function protocol 141401","LOINC","LC"
37039208,"LP133826-0","HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
37064000,"LP175654-5","HEDIS 2014-2019 Value Set - Serum Creatinine","LOINC","LC"
37074896,"LP385350-6","Creatinine | Blood | Chemistry - non-challenge","LOINC","LC"
37076562,"LP385351-4","Creatinine | Blood arterial | Chemistry - non-challenge","LOINC","LC"
37029387,"LP385359-7","Creatinine | Serum or Plasma | Chemistry - non-challenge","LOINC","LC"
37056619,"LP385360-5","Creatinine | Serum, Plasma or Blood | Chemistry - non-challenge","LOINC","LC"
37038809,"LP387178-9","Creatinine | Serum or Plasma | Chemistry - challenge","LOINC","LC"
37036132,"LP404513-6","HEDIS 2014-2019 Value Set - Serum Creatinine | Patient | HEDIS panels","LOINC","LC"
37054309,"LP404569-8","HEDIS 2012, 2013 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A) | Patient | HEDIS panels","LOINC","LC"
37063809,"LP404604-3","HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A) | Patient | HEDIS panels","LOINC","LC"
37044885,"LP404635-7","HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A) | Patient | HEDIS panels","LOINC","LC"
40793622,"LP46796-6","Creatinine | Blood arterial","LOINC","LC"
37067847,"LP71816-0","HEDIS 2009 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
37074642,"LP97771-7","HEDIS 2010,2011 Codes to identify physiologic monitoring tests - Serum creatinine (SCr) (MPM-A)","LOINC","LC"
