"concept_id","concept_code","concept_name","vocabulary_id","pcornet_vocabulary_id"
3040994,"39978-2","Creatinine [Mass/volume] in Urine --2.25 hours pre XXX challenge","LOINC","LC"
3040064,"39979-0","Creatinine [Mass/volume] in Urine --1.5 hours pre XXX challenge","LOINC","LC"
3040638,"39980-8","Creatinine [Mass/volume] in Urine --1 hour pre XXX challenge","LOINC","LC"
3042001,"39981-6","Creatinine [Mass/volume] in Urine --30 minutes pre XXX challenge","LOINC","LC"
3044547,"39982-4","Creatinine [Mass/volume] in Urine --baseline","LOINC","LC"
3039248,"40130-7","Creatinine [Moles/volume] in Urine --1.5 hours pre XXX challenge","LOINC","LC"
3040350,"39983-2","Creatinine [Mass/volume] in Urine --30 minutes post XXX challenge","LOINC","LC"
3040579,"40131-5","Creatinine [Moles/volume] in Urine --1 hour pre XXX challenge","LOINC","LC"
3040770,"39984-0","Creatinine [Mass/volume] in Urine --1 hour post XXX challenge","LOINC","LC"
3040689,"40132-3","Creatinine [Moles/volume] in Urine --30 minutes pre XXX challenge","LOINC","LC"
3039277,"39985-7","Creatinine [Mass/volume] in Urine --1.5 hours post XXX challenge","LOINC","LC"
3038830,"40133-1","Creatinine [Moles/volume] in Urine --baseline","LOINC","LC"
3042036,"39986-5","Creatinine [Mass/volume] in Urine --2 hours post XXX challenge","LOINC","LC"
3038539,"40134-9","Creatinine [Moles/volume] in Urine --30 minutes post XXX challenge","LOINC","LC"
3042197,"39987-3","Creatinine [Mass/volume] in Urine --2.5 hours post XXX challenge","LOINC","LC"
3038277,"40135-6","Creatinine [Moles/volume] in Urine --1 hour post XXX challenge","LOINC","LC"
3039852,"39988-1","Creatinine [Mass/volume] in Urine --3 hours post XXX challenge","LOINC","LC"
3044536,"40136-4","Creatinine [Moles/volume] in Urine --1.5 hours post XXX challenge","LOINC","LC"
3041288,"39989-9","Creatinine [Mass/volume] in Urine --3.5 hours post XXX challenge","LOINC","LC"
3042327,"40137-2","Creatinine [Moles/volume] in Urine --2 hours post XXX challenge","LOINC","LC"
3038985,"39990-7","Creatinine [Mass/volume] in Urine --4 hours post XXX challenge","LOINC","LC"
3038236,"39991-5","Creatinine [Mass/volume] in Urine --4.5 hours post XXX challenge","LOINC","LC"
3038559,"40138-0","Creatinine [Moles/volume] in Urine --2.5 hours post XXX challenge","LOINC","LC"
3041306,"39992-3","Creatinine [Mass/volume] in Urine --5 hours post XXX challenge","LOINC","LC"
3041448,"40139-8","Creatinine [Moles/volume] in Urine --3 hours post XXX challenge","LOINC","LC"
3041337,"39993-1","Creatinine [Mass/volume] in Urine --5.5 hours post XXX challenge","LOINC","LC"
3040642,"40140-6","Creatinine [Moles/volume] in Urine --3.5 hours post XXX challenge","LOINC","LC"
3044271,"39994-9","Creatinine [Mass/volume] in Urine --6 hours post XXX challenge","LOINC","LC"
3042578,"40141-4","Creatinine [Moles/volume] in Urine --4 hours post XXX challenge","LOINC","LC"
3038377,"39995-6","Creatinine [Mass/volume] in Urine --8 hours post XXX challenge","LOINC","LC"
3038712,"40142-2","Creatinine [Moles/volume] in Urine --4.5 hours post XXX challenge","LOINC","LC"
3040653,"39996-4","Creatinine [Mass/volume] in Urine --1 day post XXX challenge","LOINC","LC"
3038821,"40143-0","Creatinine [Moles/volume] in Urine --5 hours post XXX challenge","LOINC","LC"
3039796,"40144-8","Creatinine [Moles/volume] in Urine --5.5 hours post XXX challenge","LOINC","LC"
3044509,"40145-5","Creatinine [Moles/volume] in Urine --6 hours post XXX challenge","LOINC","LC"
3040414,"40146-3","Creatinine [Moles/volume] in Urine --8 hours post XXX challenge","LOINC","LC"
3040510,"53120-2","Creatinine [Moles/time] in 1 hour Urine","LOINC","LC"
3052508,"47256-3","Creatinine [Mass/volume] in Urine --2nd specimen post XXX challenge","LOINC","LC"
3049065,"47257-1","Creatinine [Mass/volume] in Urine --1st specimen post XXX challenge","LOINC","LC"
3048754,"47258-9","Creatinine [Mass/volume] in Urine --3rd specimen post XXX challenge","LOINC","LC"
3048784,"47259-7","Creatinine [Mass/volume] in Urine --4th specimen post XXX challenge","LOINC","LC"
3052573,"47261-3","Creatinine [Mass/volume] in Urine --6th specimen post XXX challenge","LOINC","LC"
3050368,"47273-8","Creatinine [Mass/volume] in Urine --5th specimen post XXX challenge","LOINC","LC"
3042112,"51592-4","Creatinine [Moles/time] in 12 hour Urine","LOINC","LC"
3040006,"53499-0","Creatinine [Moles/volume] in 12 hour Urine","LOINC","LC"
40652875,"LG2924-1","Creatinine|SCnc|Pt|ANYUrine","LOINC","LC"
40762044,"58951-5","Creatinine [Mass/volume] in Urine --2nd specimen","LOINC","LC"
40768326,"65634-8","Creatinine 24 hour urine panel - 24 hour Urine","LOINC","LC"
36304575,"87434-7","Protein and creatinine panel - Urine","LOINC","LC"
36660631,"94844-8","Creatinine [Mass/volume] in Urine from Fetus","LOINC","LC"
40760461,"57344-4","Creatinine [Mass/volume] in 2 hour Urine","LOINC","LC"
40760463,"57346-9","Creatinine [Mass/volume] in 12 hour Urine","LOINC","LC"
40762091,"58998-6","Creatinine [Mass/time] in 18 hour Urine","LOINC","LC"
1002338,"93733-4","Creatinine [Mass/time] in 5 hour Urine","LOINC","LC"
1002191,"93734-2","Creatinine [Moles/time] in 5 hour Urine","LOINC","LC"
1002441,"93735-9","Creatinine [Moles/volume] in 5 hour Urine","LOINC","LC"
1001562,"93736-7","Creatinine panel - 5 hour Urine","LOINC","LC"
40654687,"LG33389-4","Creatinine|Pt|Urine|Test strip|113.12 g/mole","LOINC","LC"
40656060,"LG34933-8","Creatinine|SCnc|Urine","LOINC","LC"
40656058,"LG34487-5","Creatinine|MRat|Urine","LOINC","LC"
40656061,"LG34934-6","Creatinine|SRat|Urine","LOINC","LC"
40656059,"LG36121-8","Creatinine|MSCnc|Urine","LOINC","LC"
40656057,"LG35227-4","Creatinine|MCnc|Urine","LOINC","LC"
37079885,"LG50611-9","Creatinine^30M post XXX challenge|Pt|Urine","LOINC","LC"
40654689,"LG50014-6","Creatinine|XXX|Urine|113.12 g/mole","LOINC","LC"
40654675,"LG50015-3","Creatinine|12H|Urine|113.12 g/mole","LOINC","LC"
40654686,"LG50025-2","Creatinine|Pt|Urine|113.12 g/mole","LOINC","LC"
40654677,"LG50026-0","Creatinine|24H|Urine|113.12 g/mole","LOINC","LC"
37079875,"LG50435-3","Creatinine^1H pre XXX challenge|Pt|Urine","LOINC","LC"
37079883,"LG50438-7","Creatinine^3.5H post XXX challenge|Pt|Urine","LOINC","LC"
37079887,"LG50439-5","Creatinine^30M pre XXX challenge|Pt|Urine","LOINC","LC"
37079877,"LG50557-4","Creatinine^2.5H post XXX challenge|Pt|Urine","LOINC","LC"
37079897,"LG50612-7","Creatinine^5.5H post XXX challenge|Pt|Urine","LOINC","LC"
37079896,"LG50444-5","Creatinine^4H post XXX challenge|Pt|Urine","LOINC","LC"
37079863,"LG50778-6","Creatinine^1.5H post XXX challenge|Pt|Urine","LOINC","LC"
37079871,"LG50781-0","Creatinine^1D post XXX challenge|Pt|Urine","LOINC","LC"
37079865,"LG50750-5","Creatinine^1.5H pre XXX challenge|Pt|Urine","LOINC","LC"
37079904,"LG50698-6","Creatinine^8H post XXX challenge|Pt|Urine","LOINC","LC"
37079899,"LG50785-1","Creatinine^5H post XXX challenge|Pt|Urine","LOINC","LC"
37079873,"LG50752-1","Creatinine^1H post XXX challenge|Pt|Urine","LOINC","LC"
37079901,"LG50788-5","Creatinine^6H post XXX challenge|Pt|Urine","LOINC","LC"
37079881,"LG50755-4","Creatinine^2H post XXX challenge|Pt|Urine","LOINC","LC"
37062639,"LP119688-2","Creatinine 24 hour urine panel","LOINC","LC"
37079889,"LG50756-2","Creatinine^3H post XXX challenge|Pt|Urine","LOINC","LC"
37079890,"LG50758-8","Creatinine^4.5H post XXX challenge|Pt|Urine","LOINC","LC"
37079907,"LG50761-2","Creatinine^baseline|Pt|Urine","LOINC","LC"
37079911,"LG50763-8","Creatinine^pre XXX challenge|Pt|Urine","LOINC","LC"
40652871,"LG7133-4","Creatinine|MCnc|Pt|ANYUrine","LOINC","LC"
36660853,"LP418575-9","Creatinine | Fetus | Urine | Chemistry - non-challenge","LOINC","LC"
37069099,"LP385363-9","Creatinine | Urine | Chemistry - non-challenge","LOINC","LC"
37037260,"LP386872-8","Creatinine 24 hour urine panel | Urine | Chemistry Panels","LOINC","LC"
37063378,"LP387261-3","Specimen creatinine acceptable | Urine | Drug toxicology","LOINC","LC"
40773228,"LP41462-0","Creatinine | Urine","LOINC","LC"
1003239,"LP417154-4","Creatinine panel | Urine | Chemistry Panels","LOINC","LC"
37029085,"LP387024-5","Protein and creatinine panel | Urine | Chemistry Panels","LOINC","LC"
37025724,"LP387179-7","Creatinine | Urine | Chemistry - challenge","LOINC","LC"
40787058,"LP46103-5","Specimen Creatinine Acceptable | Urine","LOINC","LC"
