"concept_id","concept_name","concept_code","vocabulary_id","pcornet_vocabulary_id"
45298472,"Captopril 50 MG Oral Tablet [Capoten]","00003048275","NDC","ND"
45230165,"Captopril 100 MG Oral Tablet [Capoten]","00003048550","NDC","ND"
45230166,"Captopril 100 MG Oral Tablet [Capoten]","00003048551","NDC","ND"
44940528,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001428","NDC","ND"
45264408,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001468","NDC","ND"
45230230,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001482","NDC","ND"
44837975,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001487","NDC","ND"
45247170,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001494","NDC","ND"
44855181,"Enalapril Maleate 2.5 MG Oral Tablet [Vasotec]","00006001498","NDC","ND"
44940529,"Lisinopril 2.5 MG Oral Tablet [Prinivil]","00006001528","NDC","ND"
45366517,"Lisinopril 2.5 MG Oral Tablet [Prinivil]","00006001531","NDC","ND"
45161581,"Lisinopril 2.5 MG Oral Tablet [Prinivil]","00006001558","NDC","ND"
44837976,"Lisinopril 2.5 MG Oral Tablet [Prinivil]","00006001572","NDC","ND"
44837977,"lisinopril 5mg/1 ORAL TABLET","000060019","NDC","ND"
44906560,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001907","NDC","ND"
44991175,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001928","NDC","ND"
44940530,"lisinopril 5 MG Oral Tablet [Prinivil]","00006001954","NDC","ND"
45127459,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001958","NDC","ND"
45230231,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001972","NDC","ND"
44855182,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001982","NDC","ND"
45366518,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001986","NDC","ND"
45008253,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001987","NDC","ND"
45025483,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001992","NDC","ND"
44940531,"Lisinopril 5 MG Oral Tablet [Prinivil]","00006001994","NDC","ND"
44991177,"lisinopril 10mg/1 ORAL TABLET","000060106","NDC","ND"
45127467,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010607","NDC","ND"
45230236,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010628","NDC","ND"
45366522,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010631","NDC","ND"
45144451,"lisinopril 10 MG Oral Tablet [Prinivil]","00006010654","NDC","ND"
44906565,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010658","NDC","ND"
45212971,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010672","NDC","ND"
45264413,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010682","NDC","ND"
45366523,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010686","NDC","ND"
44923495,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010687","NDC","ND"
45025490,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010692","NDC","ND"
45008259,"Lisinopril 10 MG Oral Tablet [Prinivil]","00006010694","NDC","ND"
45366524,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014007","NDC","ND"
45212974,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014031","NDC","ND"
44957236,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014058","NDC","ND"
44957237,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014207","NDC","ND"
45212975,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014231","NDC","ND"
45332477,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide]","00006014258","NDC","ND"
44872134,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide]","00006014531","NDC","ND"
45264414,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide]","00006014558","NDC","ND"
45110681,"Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Vaseretic]","00006017368","NDC","ND"
45008262,"Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet","00006017399","NDC","ND"
45025493,"lisinopril 20mg/1 ORAL TABLET","000060207","NDC","ND"
45230237,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020707","NDC","ND"
45298546,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020728","NDC","ND"
45298547,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020731","NDC","ND"
44837989,"lisinopril 20 MG Oral Tablet [Prinivil]","00006020754","NDC","ND"
45178592,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020758","NDC","ND"
45281416,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020772","NDC","ND"
45093646,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020782","NDC","ND"
45298548,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020786","NDC","ND"
45366525,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020787","NDC","ND"
44855187,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020792","NDC","ND"
45315557,"Lisinopril 20 MG Oral Tablet [Prinivil]","00006020794","NDC","ND"
45059665,"Lisinopril 40 MG Oral Tablet [Prinivil]","00006023758","NDC","ND"
45076720,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071228","NDC","ND"
45110690,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071268","NDC","ND"
45230241,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071281","NDC","ND"
44974285,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071282","NDC","ND"
44957244,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071287","NDC","ND"
45349572,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071294","NDC","ND"
44991191,"Enalapril Maleate 5 MG Oral Tablet [Vasotec]","00006071298","NDC","ND"
45008272,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071328","NDC","ND"
44940545,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071368","NDC","ND"
45332492,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071381","NDC","ND"
44872142,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071382","NDC","ND"
45366533,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071387","NDC","ND"
44855195,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071394","NDC","ND"
45025501,"Enalapril Maleate 10 MG Oral Tablet [Vasotec]","00006071398","NDC","ND"
44837999,"Enalapril Maleate 20 MG Oral Tablet [Vasotec]","00006071428","NDC","ND"
44957245,"Enalapril Maleate 20 MG Oral Tablet [Vasotec]","00006071468","NDC","ND"
44872143,"Enalapril Maleate 20 MG Oral Tablet [Vasotec]","00006071482","NDC","ND"
45025502,"Enalapril Maleate 20 MG Oral Tablet [Vasotec]","00006071487","NDC","ND"
45161596,"Enalapril Maleate 20 MG Oral Tablet [Vasotec]","00006071494","NDC","ND"
45332493,"Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet","00006072047","NDC","ND"
44872144,"Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Vaseretic]","00006072068","NDC","ND"
45076721,"Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet","00006072099","NDC","ND"
45315575,"Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec]","00006350801","NDC","ND"
44889365,"Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec]","00006350804","NDC","ND"
45332497,"Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec]","00006350847","NDC","ND"
45059685,"Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet [Lexxel 5/5]","00006366131","NDC","ND"
45298569,"Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet [Lexxel 5/5]","00006366168","NDC","ND"
45213006,"Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec]","00006382401","NDC","ND"
45264439,"Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec]","00006382404","NDC","ND"
45059877,"Perindopril Erbumine 2 mg/1 TABLET [Aceon]","000321101","NDC","ND"
45332707,"perindopril erbumine 2 MG Oral Tablet [Aceon]","00032110101","NDC","ND"
45144703,"Perindopril Erbumine 2 MG Oral Tablet [Aceon]","00032110141","NDC","ND"
45195952,"Perindopril Erbumine 4 mg/1 TABLET [Aceon]","000321102","NDC","ND"
45008501,"perindopril erbumine 4 MG Oral Tablet [Aceon]","00032110201","NDC","ND"
44855417,"Perindopril Erbumine 4 MG Oral Tablet [Aceon]","00032110241","NDC","ND"
44906835,"Perindopril Erbumine 8 mg/1 TABLET [Aceon]","000321103","NDC","ND"
44923759,"perindopril erbumine 8 MG Oral Tablet [Aceon]","00032110301","NDC","ND"
45008526,"Lisinopril 5 MG Oral Tablet [Zestril]","00038013010","NDC","ND"
45025762,"Lisinopril 5 MG Oral Tablet [Zestril]","00038013034","NDC","ND"
44855448,"Lisinopril 5 MG Oral Tablet [Zestril]","00038013039","NDC","ND"
45213252,"Lisinopril 10 MG Oral Tablet [Zestril]","00038013110","NDC","ND"
44974533,"Lisinopril 10 MG Oral Tablet [Zestril]","00038013134","NDC","ND"
45025763,"Lisinopril 10 MG Oral Tablet [Zestril]","00038013139","NDC","ND"
44855449,"Lisinopril 20 MG Oral Tablet [Zestril]","00038013210","NDC","ND"
45127712,"Lisinopril 20 MG Oral Tablet [Zestril]","00038013234","NDC","ND"
45264663,"Lisinopril 20 MG Oral Tablet [Zestril]","00038013239","NDC","ND"
45230501,"Lisinopril 40 MG Oral Tablet [Zestril]","00038013410","NDC","ND"
45178861,"Lisinopril 40 MG Oral Tablet","00038013439","NDC","ND"
45127713,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Zestoretic 10/12.5]","00038014110","NDC","ND"
44906851,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/12.5]","00038014210","NDC","ND"
44872394,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/25]","00038014510","NDC","ND"
45315816,"Ramipril 1.25 MG Extended Release Capsule [Altace]","00039010310","NDC","ND"
45264669,"Ramipril 1.25 MG Extended Release Capsule [Altace]","00039010311","NDC","ND"
45144742,"Ramipril 2.5 MG Oral Capsule [Altace]","00039010407","NDC","ND"
45076963,"Ramipril 2.5 MG Oral Capsule [Altace]","00039010410","NDC","ND"
45161878,"Ramipril 2.5 MG Oral Capsule [Altace]","00039010411","NDC","ND"
44872401,"Ramipril 5 MG Oral Capsule [Altace]","00039010507","NDC","ND"
45298849,"Ramipril 5 MG Oral Capsule [Altace]","00039010510","NDC","ND"
45161879,"Ramipril 5 MG Oral Capsule [Altace]","00039010511","NDC","ND"
45093888,"Ramipril 10 MG Oral Capsule [Altace]","00039010610","NDC","ND"
45247482,"Captopril 25 MG Oral Tablet","00047052224","NDC","ND"
45298902,"Captopril 25 MG Oral Tablet","00047052232","NDC","ND"
45264733,"Captopril 50 MG Oral Tablet","00047054224","NDC","ND"
44923829,"Captopril 50 MG Oral Tablet","00047054232","NDC","ND"
45315870,"Captopril 100 MG Oral Tablet","00047054324","NDC","ND"
45366845,"Captopril 12.5 MG Oral Tablet","00047055924","NDC","ND"
45281724,"Captopril 12.5 MG Oral Tablet","00047055932","NDC","ND"
45264742,"trandolapril 1 MG Oral Tablet [Mavik]","00048580501","NDC","ND"
44855535,"trandolapril 1 MG Oral Tablet [Mavik]","00048580541","NDC","ND"
45332810,"trandolapril 1 MG Oral Tablet [Mavik]","00048580596","NDC","ND"
45315883,"trandolapril 2 MG Oral Tablet [Mavik]","00048580601","NDC","ND"
45213318,"trandolapril 2 MG Oral Tablet [Mavik]","00048580641","NDC","ND"
44991494,"trandolapril 2 MG Oral Tablet [Mavik]","00048580696","NDC","ND"
44906919,"trandolapril 4 MG Oral Tablet [Mavik]","00048580701","NDC","ND"
44889696,"trandolapril 4 MG Oral Tablet [Mavik]","00048580741","NDC","ND"
44974594,"trandolapril 4 MG Oral Tablet [Mavik]","00048580796","NDC","ND"
44957577,"24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240]","00048591240","NDC","ND"
45059988,"24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240]","00048591296","NDC","ND"
45042871,"24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180]","00048592180","NDC","ND"
44991495,"24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180]","00048592196","NDC","ND"
45349896,"24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240]","00048592240","NDC","ND"
44974595,"24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240]","00048592296","NDC","ND"
45366863,"24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240]","00048594240","NDC","ND"
44957578,"24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240]","00048594296","NDC","ND"
45127842,"ramipril 1.25mg/1 ORAL CAPSULE","000540106","NDC","ND"
45366886,"ramipril 1.25 MG Oral Capsule","00054010625","NDC","ND"
45111046,"ramipril 2.5mg/1 ORAL CAPSULE","000540107","NDC","ND"
45332834,"ramipril 2.5 MG Oral Capsule","00054010720","NDC","ND"
44838374,"ramipril 2.5 MG Oral Capsule","00054010725","NDC","ND"
45093981,"ramipril 2.5 MG Oral Capsule","00054010729","NDC","ND"
45349922,"ramipril 5mg/1 ORAL CAPSULE","000540108","NDC","ND"
45161975,"ramipril 5 MG Oral Capsule","00054010820","NDC","ND"
45025863,"ramipril 5 MG Oral Capsule","00054010825","NDC","ND"
45281776,"ramipril 5 MG Oral Capsule","00054010829","NDC","ND"
45144848,"ramipril 10mg/1 ORAL CAPSULE","000540109","NDC","ND"
45298939,"ramipril 10 MG Oral Capsule","00054010925","NDC","ND"
45093982,"ramipril 10 MG Oral Capsule","00054010929","NDC","ND"
45366887,"perindopril erbumine 2mg/1 ORAL TABLET","000540110","NDC","ND"
45178977,"perindopril erbumine 2 MG Oral Tablet","00054011025","NDC","ND"
45281777,"perindopril erbumine 4mg/1 ORAL TABLET","000540111","NDC","ND"
45213352,"perindopril erbumine 4 MG Oral Tablet","00054011125","NDC","ND"
45298940,"perindopril erbumine 8mg/1 ORAL TABLET","000540112","NDC","ND"
44957605,"perindopril erbumine 8 MG Oral Tablet","00054011225","NDC","ND"
44991557,"Captopril 12.5 MG Oral Tablet","00056072170","NDC","ND"
45349969,"Captopril 12.5 MG Oral Tablet","00056072190","NDC","ND"
45315954,"Captopril 25 MG Oral Tablet","00056072270","NDC","ND"
44974666,"Captopril 25 MG Oral Tablet","00056072290","NDC","ND"
45332884,"Captopril 50 MG Oral Tablet","00056072470","NDC","ND"
45094020,"Captopril 50 MG Oral Tablet","00056072490","NDC","ND"
44838417,"Captopril 100 MG Oral Tablet","00056072770","NDC","ND"
45179011,"Captopril 100 MG Oral Tablet","00056072790","NDC","ND"
45025908,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet","00056073170","NDC","ND"
45162021,"Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet","00056073370","NDC","ND"
45179012,"Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet","00056073970","NDC","ND"
45025909,"Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet","00056074170","NDC","ND"
45230730,"Enalapril Maleate 2.5 MG Oral Tablet","00068070061","NDC","ND"
45060142,"Enalapril Maleate 2.5 MG Oral Tablet","00068070065","NDC","ND"
45264883,"Enalapril Maleate 10 MG Oral Tablet","00068070361","NDC","ND"
45281889,"Enalapril Maleate 10 MG Oral Tablet","00068070365","NDC","ND"
44872611,"Enalapril Maleate 5 MG Oral Tablet","00068070561","NDC","ND"
44991633,"Enalapril Maleate 5 MG Oral Tablet","00068070565","NDC","ND"
45350072,"quinapril hydrochloride and hydrochlorothiazide 20mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","000710220","NDC","ND"
45043051,"Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic 20/12.5]","00071022006","NDC","ND"
45127994,"Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic 20/12.5]","00071022008","NDC","ND"
44838527,"hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic]","00071022023","NDC","ND"
44872660,"Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic 20/12.5]","00071022095","NDC","ND"
44957761,"quinapril hydrochloride and hydrochlorothiazide 10mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","000710222","NDC","ND"
44838528,"Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic 10/12.5]","00071022206","NDC","ND"
44941048,"hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic]","00071022223","NDC","ND"
44974766,"quinapril hydrochloride and hydrochlorothiazide 20mg/1 / 25mg/1 ORAL TABLET, FILM COATED","000710223","NDC","ND"
45332989,"Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic 20/25]","00071022306","NDC","ND"
45247690,"Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic 20/25]","00071022308","NDC","ND"
45332990,"hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic]","00071022323","NDC","ND"
44924022,"quinapril hydrochloride 5mg/1 ORAL TABLET, FILM COATED","000710527","NDC","ND"
45350077,"quinapril 5 MG Oral Tablet [Accupril]","00071052723","NDC","ND"
45060175,"quinapril 5 MG Oral Tablet [Accupril]","00071052740","NDC","ND"
45111220,"quinapril 5 MG Oral Tablet [Accupril]","00071052798","NDC","ND"
45264914,"quinapril hydrochloride 10mg/1 ORAL TABLET, FILM COATED","000710530","NDC","ND"
45264915,"quinapril 10 MG Oral Tablet [Accupril]","00071053023","NDC","ND"
45350078,"quinapril 10 MG Oral Tablet [Accupril]","00071053040","NDC","ND"
45316077,"quinapril 10 MG Oral Tablet [Accupril]","00071053099","NDC","ND"
45111221,"quinapril hydrochloride 20mg/1 ORAL TABLET, FILM COATED","000710532","NDC","ND"
45077226,"quinapril 20 MG Oral Tablet [Accupril]","00071053223","NDC","ND"
45043055,"quinapril 20 MG Oral Tablet [Accupril]","00071053240","NDC","ND"
44872664,"quinapril 20 MG Oral Tablet [Accupril]","00071053299","NDC","ND"
45281927,"quinapril hydrochloride 40mg/1 ORAL TABLET, FILM COATED","000710535","NDC","ND"
45179128,"quinapril 40 MG Oral Tablet [Accupril]","00071053523","NDC","ND"
45127997,"quinapril 40 MG Oral Tablet","00071053540","NDC","ND"
45213509,"quinapril 40 MG Oral Tablet [Accupril]","00071053599","NDC","ND"
43547859,"ACCUPRIL - quinapril hydrochloride tablet, film coated","00071120523","NDC","ND"
43547860,"ACCUPRIL - quinapril hydrochloride tablet, film coated","00071141023","NDC","ND"
43547861,"ACCUPRIL - quinapril hydrochloride tablet, film coated","00071162023","NDC","ND"
43547862,"ACCUPRIL - quinapril hydrochloride tablet, film coated","00071184023","NDC","ND"
43547863,"ACCURETIC - quinapril hydrochloride and hydrochlorothiazide tablet, film coated","00071311223","NDC","ND"
43547864,"ACCURETIC - quinapril hydrochloride and hydrochlorothiazide tablet, film coated","00071521223","NDC","ND"
43547865,"ACCURETIC - quinapril hydrochloride and hydrochlorothiazide tablet, film coated","00071722523","NDC","ND"
44974817,"Enalaprilat 1.25 MG/ML Injectable Solution","00074210901","NDC","ND"
45333021,"Enalaprilat 1.25 MG/ML Injectable Solution","00074210911","NDC","ND"
45060216,"Enalaprilat 1.25 MG/ML Injectable Solution","00074210931","NDC","ND"
45299133,"Enalaprilat 1.25 MG/ML Injectable Solution","00074212201","NDC","ND"
45316119,"Enalaprilat 1.25 MG/ML Injectable Solution","00074212202","NDC","ND"
44907189,"trandolapril 1mg/1 ORAL TABLET [mavik]","000742278","NDC","ND"
45264953,"trandolapril 1 MG Oral Tablet [Mavik]","00074227811","NDC","ND"
45196275,"trandolapril 1 MG Oral Tablet [Mavik]","00074227813","NDC","ND"
45111264,"trandolapril 1 MG Oral Tablet [Mavik]","00074227871","NDC","ND"
44855762,"trandolapril 2mg/1 ORAL TABLET [mavik]","000742279","NDC","ND"
45162155,"trandolapril 2 MG Oral Tablet [Mavik]","00074227911","NDC","ND"
44941093,"trandolapril 2 MG Oral Tablet [Mavik]","00074227913","NDC","ND"
45316120,"trandolapril 2 MG Oral Tablet [Mavik]","00074227971","NDC","ND"
45179167,"trandolapril 4mg/1 ORAL TABLET [mavik]","000742280","NDC","ND"
45299135,"trandolapril 4 MG Oral Tablet [Mavik]","00074228011","NDC","ND"
45213544,"trandolapril 4 MG Oral Tablet [Mavik]","00074228013","NDC","ND"
45162156,"trandolapril 4 MG Oral Tablet [Mavik]","00074228071","NDC","ND"
44957813,"trandolapril and verapamil hydrochloride 2mg/1 / 180mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE","000743287","NDC","ND"
45247746,"24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180]","00074328707","NDC","ND"
45281994,"24 HR trandolapril 2 MG / verapamil hydrochloride 180 MG Extended Release Oral Tablet [Tarka]","00074328713","NDC","ND"
44974837,"24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180]","00074328728","NDC","ND"
45213558,"trandolapril and verapamil hydrochloride 1mg/1 / 240mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE [tarka]","000743288","NDC","ND"
45128047,"24 HR trandolapril 1 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]","00074328813","NDC","ND"
45162168,"trandolapril and verapamil hydrochloride 2mg/1 / 240mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE","000743289","NDC","ND"
45008873,"24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240]","00074328907","NDC","ND"
45196284,"24 HR trandolapril 2 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]","00074328913","NDC","ND"
45316131,"24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240]","00074328928","NDC","ND"
44924067,"trandolapril and verapamil hydrochloride 4mg/1 / 240mg/1 ORAL TABLET, FILM COATED, EXTENDED RELEASE","000743290","NDC","ND"
45367106,"24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]","00074329013","NDC","ND"
45162169,"24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240]","00074329028","NDC","ND"
45162231,"Benazepril hydrochloride 40 MG Oral Tablet","00078001801","NDC","ND"
44907270,"Benazepril hydrochloride 20 MG Oral Tablet","00078001901","NDC","ND"
44941168,"Benazepril hydrochloride 10 MG Oral Tablet","00078002001","NDC","ND"
45333111,"Benazepril hydrochloride 5 MG Oral Tablet","00078002101","NDC","ND"
44872777,"Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet","00078002201","NDC","ND"
45043176,"Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet","00078002301","NDC","ND"
44907271,"Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet","00078002401","NDC","ND"
45230880,"Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet","00078002501","NDC","ND"
44872794,"amlodipine besylate and benazepril hydrochloride 10mg/1 / 20mg/1 ORAL CAPSULE","000780364","NDC","ND"
45128126,"amlodipine 10 MG / benazepril hydrochloride 20 MG Oral Capsule [Lotrel]","00078036405","NDC","ND"
44924145,"amlodipine besylate and benazepril hydrochloride 10mg/1 / 40mg/1 ORAL CAPSULE","000780379","NDC","ND"
44941175,"amlodipine 10 MG / benazepril hydrochloride 40 MG Oral Capsule [Lotrel]","00078037905","NDC","ND"
45196356,"amlodipine besylate and benazepril hydrochloride 5mg/1 / 40mg/1 ORAL CAPSULE","000780384","NDC","ND"
