concept_id,concept_code,concept_name,codeset
42538533,762256003,Thrombosis of iliac vein,c19notresp
4048890,15742000,Thrombosis of inferior sagittal sinus,c19notresp
4084446,281595001,Thrombosis of inferior vena cava,c19notresp
44811347,8.64E+14,Thrombosis of internal jugular vein,c19notresp
764882,7.60E+15,Thrombosis of jugular vein,c19notresp
4057329,21258007,Thrombosis of lateral venous sinus,c19notresp
42539416,734374000,Thrombosis of left carotid artery,c19notresp
761098,1.46E+16,Thrombosis of left cephalic vein,c19notresp
35615097,1.60E+16,Thrombosis of left femoral artery,c19notresp
35615061,1.60E+16,Thrombosis of left iliac artery,c19notresp
42535874,734383005,Thrombosis of left middle cerebral artery,c19notresp
35615095,1.60E+16,Thrombosis of left popliteal artery,c19notresp
761456,1.57E+16,Thrombosis of left renal vein,c19notresp
42535097,1.60E+16,Thrombosis of left vertebral artery,c19notresp
4348039,243410003,Thrombosis of mesenteric artery,c19notresp
4317289,95446005,Thrombosis of mesenteric vein,c19notresp
4319327,95448006,Thrombosis of pelvic vein,c19notresp
4295878,76598006,Thrombosis of penile vein,c19notresp
4259275,44902004,Thrombosis of penis,c19notresp
4171853,48601002,Thrombosis of precerebral artery,c19notresp
4316367,95579008,Thrombosis of renal artery,c19notresp
4049318,15842009,Thrombosis of renal vein,c19notresp
4096157,26214006,Thrombosis of retinal artery,c19notresp
4187790,46085004,Thrombosis of retinal vein,c19notresp
42539417,734382000,Thrombosis of right carotid artery,c19notresp
35615099,1.60E+16,Thrombosis of right common femoral artery,c19notresp
35615098,1.60E+16,Thrombosis of right femoral artery,c19notresp
35615062,1.60E+16,Thrombosis of right iliac artery,c19notresp
42538998,734384004,Thrombosis of right middle cerebral artery,c19notresp
35615096,1.60E+16,Thrombosis of right popliteal artery,c19notresp
761457,1.57E+16,Thrombosis of right renal vein,c19notresp
765284,1.60E+16,Thrombosis of right ulnar artery,c19notresp
42535096,1.60E+16,Thrombosis of right vertebral artery,c19notresp
4203836,438647008,Thrombosis of subclavian vein,c19notresp
4323778,429434005,Thrombosis of superficial vein of lower limb,c19notresp
762443,3.68E+14,Thrombosis of superficial vein of penis,c19notresp
4290940,70607008,Thrombosis of superior sagittal sinus,c19notresp
4084941,281596000,Thrombosis of superior vena cava,c19notresp
4175649,427776007,Thrombosis of the popliteal vein,c19notresp
4181314,42878004,Thrombosis of thoracic aorta,c19notresp
4140616,427184002,Thrombosis of ulnar artery,c19notresp
4149782,309735004,Thrombosis of vein of lower limb,c19notresp
4207615,312584000,Thrombosis of vein of trunk,c19notresp
46273489,1.37E+16,Thrombosis of vein of upper limb,c19notresp
4222639,83938003,Thrombosis of vena cava,c19notresp
4105338,192761004,Thrombosis transverse sinus,c19notresp
444247,111293003,Venous thrombosis,c19notresp
44782425,1.01E+14,Venous thrombosis due to central venous access device,c19notresp
4207616,312585004,"Venous thrombosis, phlebitis and thrombophlebitis",c19notresp
4273526,64775002,Vertebral artery thrombosis,c19notresp
4231274,89141000,Viral myocarditis,c19notresp
4289908,70189005,Viral pericarditis,c19notresp
37111372,726099002,Visceral venous thrombosis,c19notresp
44784623,7.87E+13,Acute coronary artery occlusion not resulting in myocardial infarction,c19notresp
374021,83942000,Acute disseminated encephalomyelitis,c19notresp
43530701,1.83E+14,Acute disseminated encephalomyelitis following infectious disease,c19notresp
4026032,197270009,Acute hepatic failure,c19notresp
36716183,722096006,Acute kidney injury due to hypovolemia,c19notresp
36716312,722278006,Acute kidney injury due to sepsis,c19notresp
312327,57054005,Acute myocardial infarction,c19notresp
44782712,2.33E+13,Acute myocardial infarction due to right coronary artery occlusion,c19notresp
434376,54329005,Acute myocardial infarction of anterior wall,c19notresp
438438,70211005,Acute myocardial infarction of anterolateral wall,c19notresp
438170,73795002,Acute myocardial infarction of inferior wall,c19notresp
438447,65547006,Acute myocardial infarction of inferolateral wall,c19notresp
441579,76593002,Acute myocardial infarction of inferoposterior wall,c19notresp
436706,58612006,Acute myocardial infarction of lateral wall,c19notresp
4009332,111897007,Acute necrotizing encephalitis,c19notresp
4270024,401314000,Acute non-ST segment elevation myocardial infarction,c19notresp
4296653,401303003,Acute ST segment elevation myocardial infarction,c19notresp
46270163,1.57E+16,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,c19notresp
43020460,2.86E+14,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,c19notresp
139803,47000000,Acute transverse myelitis,c19notresp
4047619,230161000,Acute viral encephalitis,c19notresp
4047628,230197009,Acute viral transverse myelitis,c19notresp
44784217,698247007,Cardiac arrhythmia,c19notresp
378143,45170000,Encephalitis,c19notresp
4147498,267576008,"Encephalitis, myelitis and encephalomyelitis",c19notresp
4047626,230189002,Focal encephalitis,c19notresp
4121123,234437005,Hemophagocytic lymphohistiocytosis,c19notresp
4098617,190959006,Hemophagocytic lymphohistiocytosis due to infection,c19notresp
374020,312215006,Infective encephalitis,c19notresp
4325546,430478003,Macrophage activation syndrome,c19notresp
4329847,22298006,Myocardial infarction,c19notresp
42872891,450886002,Posterior reversible encephalopathy syndrome,c19notresp
37109911,723859005,Pulmonary embolism due to and following acute myocardial infarction,c19notresp
765132,3.80E+14,Subendocardial myocardial infarction,c19notresp
4108680,194868001,"Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction",c19notresp
372547,34476008,Viral encephalitis,c19notresp
4040990,16561007,Acute anoxic encephalopathy,c19notresp
377845,389098007,Anoxic encephalopathy,c19notresp
4306575,389101006,Anoxic-ischemic encephalopathy,c19notresp
45766189,703300001,Hypoxic ischemic encephalopathy,c19notresp
4305274,389100007,Ischemic encephalopathy,c19notresp
45766190,703301002,Mild hypoxic ischemic encephalopathy,c19notresp
42535008,1.35E+14,Mild hypoxic ischemic encephalopathy of newborn,c19notresp
45766191,703302009,Moderate hypoxic ischemic encephalopathy,c19notresp
4046106,230361008,Sepsis-associated encephalopathy,c19notresp
45766192,703303004,Severe hypoxic ischemic encephalopathy,c19notresp
43530754,4.73E+13,Static encephalopathy,c19notresp
373764,28394000,Toxic encephalopathy,c19notresp
43021132,472916000,Toxic metabolic encephalopathy,c19notresp
46273719,709110009,Acute hypercapnic respiratory failure,respiratory_failure
46269690,1.01E+14,Acute hypercapnic respiratory failure due to obstructive sleep apnea,respiratory_failure
42539533,735386008,Acute hypoxemic and hypercapnic respiratory failure,respiratory_failure
46271075,709111008,Acute hypoxemic respiratory failure,respiratory_failure
3655976,870590002,Acute hypoxemic respiratory failure due to disease caused by Severe acute respiratory syndrome coronavirus 2,respiratory_failure
36716978,7.36E+12,Acute on chronic hypercapnic respiratory failure,respiratory_failure
35615340,2.01E+13,Acute on chronic hypoxemic and hypercapnic respiratory failure,respiratory_failure
37016114,1.07E+16,Acute on chronic hypoxemic respiratory failure,respiratory_failure
312940,67905004,Acute-on-chronic respiratory failure,respiratory_failure
319049,65710008,Acute respiratory failure,respiratory_failure
4266019,397767007,Acute respiratory failure requiring reintubation,respiratory_failure
4259490,410431009,Cardiorespiratory failure,respiratory_failure
46271074,709109004,Hypercapnic respiratory failure,respiratory_failure
37395564,1.07E+16,Hypoxemic respiratory failure,respiratory_failure
4317960,95619009,Neonatal respiratory failure,respiratory_failure
313590,91581004,Perinatal respiratory failure,respiratory_failure
4256228,409622000,Respiratory failure,respiratory_failure
4119934,233765002,Respiratory failure without hypercapnia,respiratory_failure
36716312,722278006,Acute kidney injury due to sepsis,sepsis
40487101,447931005,Clinical sepsis,sepsis
40484176,443980004,Neutropenic sepsis,sepsis
132797,91302008,Sepsis,sepsis
4046106,230361008,Sepsis-associated encephalopathy,sepsis
4078317,276229008,Sepsis-associated gastrointestinal hemorrhage,sepsis
4079695,277638005,Sepsis-associated left ventricular failure,sepsis
4080898,276741000,Sepsis-associated myocardial dysfunction,sepsis
4031168,238151006,Sepsis-associated organ dysfunction,sepsis
4079296,277639002,Sepsis-associated right ventricular failure,sepsis
36674642,770349000,Sepsis caused by virus,sepsis
3655975,870588003,Sepsis due to disease caused by Severe acute respiratory syndrome coronavirus 2,sepsis
4071063,206376005,Sepsis of the newborn,sepsis
4340675,235657005,Sepsis-related gastritis,sepsis
4262317,397843005,Sepsis-related gastrointestinal lesions,sepsis
4031169,238152004,Sepsis-related gastrointestinal ulceration,sepsis
4029281,238150007,Sepsis syndrome,sepsis
44782631,700055009,Sepsis with cutaneous manifestations,sepsis
36717263,1.09E+15,Sepsis without acute organ dysfunction,sepsis
760981,1.27E+14,Sepsis without acute organ dysfunction caused by Serratia species,sepsis
760984,1.27E+14,Sepsis without acute organ dysfunction caused by Streptococcus pneumoniae,sepsis
37312594,789043007,Sepsis without septic shock,sepsis
37394658,1.04E+15,Severe sepsis,sepsis
36674642,770349000,Sepsis caused by virus,sepsis
4071063,206376005,Sepsis of the newborn,sepsis
46284901,9.57E+14,Uncomplicated sepsis,sepsis
4172822,423191000,Cardiac arrest due to cardiac disorder,shock
4173446,423168004,Cardiac arrest due to respiratory disorder,shock
4120088,233927002,Cardiac arrest with successful resuscitation,shock
198571,89138009,Cardiogenic shock,shock
4256374,410430005,Cardiorespiratory arrest,shock
44783658,699748007,Cardiorespiratory arrest with successful resuscitation,shock
4309155,213215000,Cardiorespiratory failure as a complication of care,shock
4192647,39419009,Hypovolemic shock,shock
37017187,713419002,Intraoperative cardiorespiratory arrest,shock
4106274,180906006,Neonatal cardiac arrest,shock
4110550,181869007,Neonatal cardiorespiratory arrest,shock
318856,95634003,Neonatal respiratory arrest,shock
4037861,162712007,O/E - collapse - asphyxia,shock
4037507,162711000,On examination - collapse - respiratory arrest,shock
4166914,274282003,On examination - respiratory arrest,shock
317109,87317003,Respiratory arrest,shock
4077195,276259003,Respiratory arrest preceding cardiac arrest,shock
196236,76571007,Septic shock,shock
201965,27942005,Shock,shock
4219288,417343009,Vasogenic shock,shock
