"concept_id","concept_code","concept_name","vocabulary_id","pcornet_vocabulary_id"
40398072,"196528007","Noma (& [cancrum oris] or [gangrenous stomatitis])","SNOMED","SM"
40398460,"196554004","(Sore lip) or (angular stomatitis &/or cheilitis)","SNOMED","SM"
40398484,"196576008","Denture stomatitis","SNOMED","SM"
40394634,"197515007","[X]Other forms of stomatitis","SNOMED","SM"
4047596,"20607006","Gingivostomatitis","SNOMED","SM"
4053035,"23498004","Vesicular stomatitis Indiana virus","SNOMED","SM"
4122122,"235018003","Stomatitis artefacta","SNOMED","SM"
4122124,"235022008","Aspirin burn of oral mucosa","SNOMED","SM"
4122125,"235023003","Oral cicatricial pemphigoid","SNOMED","SM"
4122748,"235025005","Traumatic oral hemorrhagic bulla","SNOMED","SM"
4124508,"235059009","Herpes zoster infection of oral mucosa","SNOMED","SM"
4122210,"235064008","Syphilitic gumma of oral cavity","SNOMED","SM"
4122212,"235072005","Chronic hyperplastic candidiasis","SNOMED","SM"
4141481,"266108008","Enteroviral vesicular stomatitis with exanthem","SNOMED","SM"
40344520,"266145002","Acute necrotizing ulcerative gingivostomatitis","SNOMED","SM"
40345793,"266427007","Gangrenous stomatitis","SNOMED","SM"
40346357,"266490003","(Chronic gingivitis) or (gingivostomatitis)","SNOMED","SM"
4099153,"27111004","Bovine papular stomatitis virus","SNOMED","SM"
4100799,"27745000","Granuloma fissuratum","SNOMED","SM"
4100793,"27829006","Plant awn stomatitis","SNOMED","SM"
40362684,"278520004","Acute herpetic gingivostomatitis","SNOMED","SM"
40369081,"283947009","Rhabdoviral vesicular stomatitis fever","SNOMED","SM"
4142155,"306785007","Acute necrotizing stomatitis","SNOMED","SM"
4136976,"31783001","Radiation stomatitis","SNOMED","SM"
4204588,"319297003","Herpetiform aphthous stomatitis","SNOMED","SM"
4234876,"359757004","Chronic atrophic candidiasis","SNOMED","SM"
4279059,"36921006","Vesicular stomatitis","SNOMED","SM"
4244094,"38438008","Pyostomatitis vegetans","SNOMED","SM"
4243325,"38541002","Phlegmonous stomatitis AND cellulitis","SNOMED","SM"
4220480,"40039007","Vesicular stomatitis virus, Argentina","SNOMED","SM"
4223481,"402247009","Lichenoid allergic contact reaction affecting oral mucosa","SNOMED","SM"
4298610,"402251006","Allergic contact gingivostomatitis","SNOMED","SM"
4299278,"402289001","Irritant contact gingivostomatitis","SNOMED","SM"
4297508,"402362009","Oral mucosal disease due to graft-versus-host disease","SNOMED","SM"
4294449,"402942007","Syphilitic chancre of oral mucous membranes","SNOMED","SM"
4293711,"403443000","Behçet's disease affecting oral mucosa","SNOMED","SM"
4295301,"403495008","Discoid lupus erythematosus of oral mucosa","SNOMED","SM"
4301167,"403636004","Stomatitis due to cytotoxic therapy","SNOMED","SM"
4301286,"403725000","Radiation-induced mucositis of oral mucous membranes","SNOMED","SM"
4212782,"413937003","Cutaneous disorder due to bovine papular stomatitis virus","SNOMED","SM"
443722,"414021001","Disorder due to bovine papular stomatitis virus","SNOMED","SM"
4217694,"415589002","Stomatitis due to bovine papular stomatitis virus","SNOMED","SM"
4303092,"419585004","Leaf-shaped fibroma of oral mucosa","SNOMED","SM"
4260546,"450005","Ulcerative stomatitis","SNOMED","SM"
44801354,"462191000000100","[X]Other forms of stomatitis","SNOMED","SM"
4165363,"47465002","Vesicular stomatitis New Jersey virus","SNOMED","SM"
4179169,"50416003","Vesicular stomatitis virus, Cocal","SNOMED","SM"
4202370,"53632005","Vesicular stomatitis Indiana virus disease","SNOMED","SM"
4201753,"53660007","Vesicular stomatitis New Jersey virus disease","SNOMED","SM"
40600448,"55297008","Bovine papular stomatitis","SNOMED","SM"
140027,"57920007","Herpetic gingivostomatitis","SNOMED","SM"
138455,"61170000","Stomatitis","SNOMED","SM"
3538687,"652931000000106","Stomatitis NOS","SNOMED","SM"
40617602,"67171006","Enteroviral vesicular stomatitis with exanthem","SNOMED","SM"
4239344,"69254008","Denture stomatitis","SNOMED","SM"
44783233,"699290002","Oral lichenoid mucositis","SNOMED","SM"
44783349,"699422003","Dental peri-implantitis","SNOMED","SM"
44783580,"699684005","Peri-implant mucositis","SNOMED","SM"
45768765,"707268007","Chronic ulcerative stomatitis","SNOMED","SM"
45769188,"707788007","Vesicular stomatitis Indiana virus RNA","SNOMED","SM"
45769189,"707789004","Vesicular stomatitis New Jersey virus RNA","SNOMED","SM"
45769359,"707989006","Contact gingivostomatitis","SNOMED","SM"
45773058,"708508006","Necrotizing gingivostomatitis","SNOMED","SM"
46271116,"709158000","Vesicular stomatitis virus Ag","SNOMED","SM"
46273725,"709159008","Vesicular stomatitis New Jersey virus Ag","SNOMED","SM"
46271117,"709160003","Vesicular stomatitis Indiana virus Ag","SNOMED","SM"
46273548,"709161004","Vesicular stomatitis Alagoas virus Ag","SNOMED","SM"
46271187,"709248005","Bovine papular stomatitis virus Ag","SNOMED","SM"
46271733,"709970000","Vesicular stomatitis Alagoas virus Ab","SNOMED","SM"
46271734,"709971001","Vesicular stomatitis Indiana virus Ab","SNOMED","SM"
46273809,"709972008","Vesicular stomatitis New Jersey virus Ab","SNOMED","SM"
46271735,"709973003","Vesicular stomatitis virus Ab","SNOMED","SM"
37397440,"718075006","Partial dental peri-implantitis","SNOMED","SM"
37397441,"718077003","Complete dental peri-implantitis","SNOMED","SM"
36716659,"722781002","Recurrent aphthous stomatitis","SNOMED","SM"
37111225,"725873003","Nonspecific irritant contact stomatitis","SNOMED","SM"
4249876,"73423000","Vesicular stomatitis Alagoas virus disease","SNOMED","SM"
42536347,"735129008","AFM - acanthoma fissuratum of mucosa","SNOMED","SM"
3543519,"756931000000100","Traumatic oral haemorrhagic bulla","SNOMED","SM"
4197218,"79832001","Granular stomatitis","SNOMED","SM"
40643794,"81701001","Vesicular stomatitis virus","SNOMED","SM"
44806537,"821861000000109","Oral mucositis","SNOMED","SM"
3655876,"870353004","Noma neonatorum","SNOMED","SM"
4232607,"89489004","Hemorrhagic stomatitis","SNOMED","SM"
